updated_at,id,start_date,end_date,election_type,result_type,special,office,district,name_raw,last_name,first_name,suffix,middle_name,party,parent_jurisdiction,jurisdiction,division,votes,votes_type,total_votes,winner,write_in,year,election_day,absentee,provisional,second_absentee
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,Governor / Lt. Governor,,"Rushern L. Baker, III",,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,413,,,,,2018,324,16,7,2
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,Governor / Lt. Governor,,Ralph Jaffe,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,122,,,,,2018,106,2,4,0
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,Governor / Lt. Governor,,Ben Jealous,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,1170,,,,,2018,979,19,9,16
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,Governor / Lt. Governor,,"James Hugh Jones, II",,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,106,,,,,2018,99,3,1,0
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,Governor / Lt. Governor,,Valerie Ervin,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,159,,,,,2018,118,5,6,2
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,Governor / Lt. Governor,,Rich Madaleno,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,169,,,,,2018,133,6,3,7
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,Governor / Lt. Governor,,Alec Ross,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,218,,,,,2018,175,6,3,1
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,Governor / Lt. Governor,,Jim Shea,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,284,,,,,2018,239,6,3,4
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,Governor / Lt. Governor,,Krish O'Mara Vignarajah,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,462,,,,,2018,364,4,6,3
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,Comptroller,,Peter Franchot,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,3077,,,,,2018,2518,71,44,35
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,Attorney General,,Brian E. Frosh,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,2863,,,,,2018,2335,68,43,32
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,U.S. Senator,,Ben Cardin,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,2814,,,,,2018,2262,71,36,32
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,U.S. Senator,,Erik Jetmir,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,40,,,,,2018,34,2,0,0
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,U.S. Senator,,Chelsea Manning,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,316,,,,,2018,274,5,6,5
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,U.S. Senator,,Marcia H. Morgan,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,125,,,,,2018,113,1,2,1
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,U.S. Senator,,Jerome Jerry Segal,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,92,,,,,2018,82,2,1,1
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,U.S. Senator,,Richard Rikki Vaughn,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,54,,,,,2018,45,1,1,0
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,U.S. Senator,,Debbie Rica Wilson,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,131,,,,,2018,105,4,6,1
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,U.S. Senator,,Lih Young,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,74,,,,,2018,66,0,1,0
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,Representative in Congress,06,Andrew Duck,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,353,,,,,2018,292,1,11,5
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,Representative in Congress,06,George English,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,53,,,,,2018,41,4,2,2
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,Representative in Congress,06,Chris Graves,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,80,,,,,2018,65,4,3,1
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,Representative in Congress,06,Nadia Hashimi,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,211,,,,,2018,181,3,6,3
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,Representative in Congress,06,Christopher Hearsey,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,41,,,,,2018,37,4,0,0
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,Representative in Congress,06,Roger Manno,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,428,,,,,2018,344,13,7,7
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,Representative in Congress,06,Aruna Miller,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,417,,,,,2018,325,8,5,6
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,Representative in Congress,06,David Trone,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,2056,,,,,2018,1695,41,20,18
2018-10-19 16:15:15.331000,md-2018-06-26-primary,2018-06-26 00:00:00,2018-06-26 00:00:00,primary,certified,False,House of Delegates,01A,Michael Dreisbach,,,,,DEM,,Allegany,ocd-division/country:us/state:md/county:allegany,283,,,,,2018,248,3,4,4
